INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182078791,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,916,,2018-09-29 12:27:00,2018,9,Saturday,12,Part Three,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I182078789,03201,Property Lost,PROPERTY - LOST,A7,34,,2018-09-01 08:00:00,2018,9,Saturday,8,Part Three,WEBSTER ST,42.36629297,-71.03602806,"(42.36629297, -71.03602806)"
I182078788,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,560,,2018-09-29 12:49:00,2018,9,Saturday,12,Part Three,FLORENCE ST,42.28491345,-71.12749155,"(42.28491345, -71.12749155)"
I182078787,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,435,,2018-09-29 13:11:00,2018,9,Saturday,13,Part Three,NORFOLK ST,42.28813218,-71.07727352,"(42.28813218, -71.07727352)"
I182078786,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,338,,2018-09-29 11:49:00,2018,9,Saturday,11,Part Three,BOWDOIN ST,42.30915823,-71.06402751,"(42.30915823, -71.06402751)"
I182078785,00613,Larceny,LARCENY SHOPLIFTING,D4,143,,2018-09-10 06:38:00,2018,9,Monday,6,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182078784,03001,Medical Assistance,DEATH INVESTIGATION,D14,778,,2018-09-29 12:38:00,2018,9,Saturday,12,Part Three,WASHINGTON ST,42.34905512,-71.15235302,"(42.34905512, -71.15235302)"
I182078783,03810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING �BICYCLE - INJURY,E13,642,,2018-09-29 12:46:00,2018,9,Saturday,12,Part Three,CENTRE ST,42.31229173,-71.11418495,"(42.31229173, -71.11418495)"
I182078782,00611,Larceny,LARCENY PICK-POCKET,A1, ,,2018-09-29 12:02:00,2018,9,Saturday,12,Part One,CONGRESS ST,,,"(0.00000000, 0.00000000)"
I182078780,03115,Investigate Person,INVESTIGATE PERSON,E5,687,,2018-09-29 12:07:00,2018,9,Saturday,12,Part Three,BELGRADE AVE,42.28624079,-71.13763724,"(42.28624079, -71.13763724)"
I182078777,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3, ,,2018-09-29 11:51:00,2018,9,Saturday,11,Part Two,STRATTON ST,,,"(0.00000000, 0.00000000)"
I182078776,03410,Towed,TOWED MOTOR VEHICLE,A1,69,,2018-09-29 10:18:00,2018,9,Saturday,10,Part Three,BRIMMER ST,42.35809462,-71.07181552,"(42.35809462, -71.07181552)"
I182078775,03201,Property Lost,PROPERTY - LOST,D14,789,,2018-09-29 01:02:00,2018,9,Saturday,1,Part Three,STRATHMORE RD,42.33878962,-71.14977720,"(42.33878962, -71.14977720)"
I182078774,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,789,,2018-09-29 10:55:00,2018,9,Saturday,10,Part Three,CHESTNUT HILL AVE,42.33667474,-71.15166308,"(42.33667474, -71.15166308)"
I182078773,00613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-09-29 11:19:00,2018,9,Saturday,11,Part One,BOYLSTON ST,42.35095909,-71.07412780,"(42.35095909, -71.07412780)"
I182078772,01102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A15,900,,2018-09-28 17:00:00,2018,9,Friday,17,Part Two,TUFTS ST,42.37797555,-71.05690284,"(42.37797555, -71.05690284)"
I182078771,02905,Violations,VAL - OPERATING WITHOUT LICENSE,C11,395,,2018-09-29 10:12:00,2018,9,Saturday,10,Part Two,DORCHESTER AVE,42.28439820,-71.06468373,"(42.28439820, -71.06468373)"
I182078770,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,116,,2018-09-29 06:30:00,2018,9,Saturday,6,Part One,OXFORD ST,42.35193461,-71.06048592,"(42.35193461, -71.06048592)"
I182078769,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E18,553,,2018-09-29 10:05:00,2018,9,Saturday,10,Part Three,BEECH ST,42.27273849,-71.12835069,"(42.27273849, -71.12835069)"
I182078768,03410,Towed,TOWED MOTOR VEHICLE,B2,330,,2018-09-29 10:17:00,2018,9,Saturday,10,Part Three,BLUE HILL AVE,42.30433950,-71.08477887,"(42.30433950, -71.08477887)"
I182078766,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,791,,2018-09-28 05:00:00,2018,9,Friday,5,Part One,ALLSTON ST,42.34485370,-71.14006808,"(42.34485370, -71.14006808)"
I182078764,03301,Verbal Disputes,VERBAL DISPUTE,C11,345,,2018-09-29 11:05:00,2018,9,Saturday,11,Part Three,DRAPER ST,42.30287064,-71.06399249,"(42.30287064, -71.06399249)"
I182078763,03114,Investigate Property,INVESTIGATE PROPERTY,E18,516,,2018-09-28 00:00:00,2018,9,Friday,0,Part Three,FAIRMOUNT AVE,42.25001483,-71.11563053,"(42.25001483, -71.11563053)"
I182078762,00613,Larceny,LARCENY SHOPLIFTING,A7,26,,2018-09-29 10:56:00,2018,9,Saturday,10,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
I182078761,00619,Larceny,LARCENY ALL OTHERS,D4,133,,2018-07-25 12:00:00,2018,7,Wednesday,12,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)"
I182078760,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,573,,2018-09-29 10:48:00,2018,9,Saturday,10,Part Three,AMORY ST,42.31046991,-71.10700424,"(42.31046991, -71.10700424)"
I182078759,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,266,,2018-09-29 10:55:00,2018,9,Saturday,10,Part Two,WINTHROP ST,42.32424069,-71.07761917,"(42.32424069, -71.07761917)"
I182078758,01402,Vandalism,VANDALISM,B3,427,,2018-09-29 10:55:00,2018,9,Saturday,10,Part Two,BLUE HILL AVE,42.27891807,-71.09314120,"(42.27891807, -71.09314120)"
I182078758,03114,Investigate Property,INVESTIGATE PROPERTY,B3,427,,2018-09-29 10:55:00,2018,9,Saturday,10,Part Three,BLUE HILL AVE,42.27891807,-71.09314120,"(42.27891807, -71.09314120)"
I182078757,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,281,,2018-09-29 02:00:00,2018,9,Saturday,2,Part One,DUDLEY ST,42.32853529,-71.08213874,"(42.32853529, -71.08213874)"
I182078757,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,281,,2018-09-29 02:00:00,2018,9,Saturday,2,Part Two,DUDLEY ST,42.32853529,-71.08213874,"(42.32853529, -71.08213874)"
I182078756,03410,Towed,TOWED MOTOR VEHICLE,D4,620,,2018-09-29 10:08:00,2018,9,Saturday,10,Part Three,BOYLSTON ST,42.34692258,-71.08909339,"(42.34692258, -71.08909339)"
I182078755,03114,Investigate Property,INVESTIGATE PROPERTY,D4, ,,2018-09-29 11:16:00,2018,9,Saturday,11,Part Three,JERSEY ST,,,"(0.00000000, 0.00000000)"
I182078754,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,37,,2018-09-29 10:48:00,2018,9,Saturday,10,Part Three,TERMINAL ST,42.38180833,-71.05615420,"(42.38180833, -71.05615420)"
I182078753,03115,Investigate Person,INVESTIGATE PERSON,A15,50,,2018-09-29 10:09:00,2018,9,Saturday,10,Part Three,NEW RUTHERFORD AVE,42.37725741,-71.06972853,"(42.37725741, -71.06972853)"
I182078750,03301,Verbal Disputes,VERBAL DISPUTE,B2,328,,2018-09-29 10:35:00,2018,9,Saturday,10,Part Three,INTERVALE ST,42.30942147,-71.07460029,"(42.30942147, -71.07460029)"
I182078749,01810,Drug Violation,DRUGS - SALE / MANUFACTURING,A1,111,,2018-09-29 10:30:00,2018,9,Saturday,10,Part Two,MASON ST,42.35483584,-71.06267377,"(42.35483584, -71.06267377)"
I182078749,01845,Drug Violation,DRUGS - POSS CLASS D,A1,111,,2018-09-29 10:30:00,2018,9,Saturday,10,Part Two,MASON ST,42.35483584,-71.06267377,"(42.35483584, -71.06267377)"
I182078749,01848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2018-09-29 10:30:00,2018,9,Saturday,10,Part Two,MASON ST,42.35483584,-71.06267377,"(42.35483584, -71.06267377)"
I182078748,01402,Vandalism,VANDALISM,E18,503,,2018-09-29 10:23:00,2018,9,Saturday,10,Part Two,AMERICAN LEGION HWY,42.28314714,-71.11374152,"(42.28314714, -71.11374152)"
I182078748,00613,Larceny,LARCENY SHOPLIFTING,E18,503,,2018-09-29 10:23:00,2018,9,Saturday,10,Part One,AMERICAN LEGION HWY,42.28314714,-71.11374152,"(42.28314714, -71.11374152)"
I182078747,03114,Investigate Property,INVESTIGATE PROPERTY,, ,,2018-09-29 10:47:00,2018,9,Saturday,10,Part Three,BEACON,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182078746,03115,Investigate Person,INVESTIGATE PERSON,B3,465,,2018-09-29 10:40:00,2018,9,Saturday,10,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I182078745,03501,Missing Person Reported,MISSING PERSON,B3,474,,2018-09-29 09:07:00,2018,9,Saturday,9,Part Three,SAVANNAH AVE,42.27189681,-71.10283363,"(42.27189681, -71.10283363)"
I182078745,03502,Missing Person Located,MISSING PERSON - LOCATED,B3,474,,2018-09-29 09:07:00,2018,9,Saturday,9,Part Three,SAVANNAH AVE,42.27189681,-71.10283363,"(42.27189681, -71.10283363)"
I182078744,00613,Larceny,LARCENY SHOPLIFTING,A1,84,,2018-09-29 09:00:00,2018,9,Saturday,9,Part One,HANOVER ST,42.36303798,-71.05524751,"(42.36303798, -71.05524751)"
I182078743,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,280,,2018-09-27 17:00:00,2018,9,Thursday,17,Part Two,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I182078742,03201,Property Lost,PROPERTY - LOST,C11,373,,2018-09-29 10:31:00,2018,9,Saturday,10,Part Three,FREEPORT ST,42.29234068,-71.04803996,"(42.29234068, -71.04803996)"
I182078741,03114,Investigate Property,INVESTIGATE PROPERTY,A1,125,,2018-09-29 10:28:00,2018,9,Saturday,10,Part Three,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I182078740,00613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-09-29 09:19:00,2018,9,Saturday,9,Part One,BOYLSTON ST,42.35095909,-71.07412780,"(42.35095909, -71.07412780)"
I182078739,02628,Phone Call Complaints,OBSCENE PHONE CALLS,A15,56,,2018-09-29 09:12:00,2018,9,Saturday,9,Part Two,MONUMENT SQ,42.37687887,-71.06138100,"(42.37687887, -71.06138100)"
I182078738,03410,Towed,TOWED MOTOR VEHICLE,D14,778,,2018-09-29 10:12:00,2018,9,Saturday,10,Part Three,WASHINGTON ST,42.34905600,-71.15049850,"(42.34905600, -71.15049850)"
I182078737,03018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D4,157,,2018-09-29 10:11:00,2018,9,Saturday,10,Part Three,TREMONT ST,42.34133195,-71.07655340,"(42.34133195, -71.07655340)"
I182078735,03410,Towed,TOWED MOTOR VEHICLE,C6,205,,2018-09-29 09:55:00,2018,9,Saturday,9,Part Three,A ST,42.34934874,-71.04925904,"(42.34934874, -71.04925904)"
I182078734,01402,Vandalism,VANDALISM,A7,26,,2018-09-29 09:07:00,2018,9,Saturday,9,Part Two,BORDER ST,42.38166501,-71.04030314,"(42.38166501, -71.04030314)"
I182078733,03114,Investigate Property,INVESTIGATE PROPERTY,C11,366,,2018-09-29 09:13:00,2018,9,Saturday,9,Part Three,ADAMS ST,42.29108353,-71.05692998,"(42.29108353, -71.05692998)"
I182078732,03201,Property Lost,PROPERTY - LOST,C6,174,,2018-09-28 00:00:00,2018,9,Friday,0,Part Three,FRONTAGE RD,42.33796886,-71.06408210,"(42.33796886, -71.06408210)"
I182078731,01402,Vandalism,VANDALISM,B2,587,,2018-09-28 18:30:00,2018,9,Friday,18,Part Two,CARMEL ST,42.33175215,-71.10046906,"(42.33175215, -71.10046906)"
I182078731,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,587,,2018-09-28 18:30:00,2018,9,Friday,18,Part One,CARMEL ST,42.33175215,-71.10046906,"(42.33175215, -71.10046906)"
I182078730,01402,Vandalism,VANDALISM,E5,748,,2018-09-28 19:30:00,2018,9,Friday,19,Part Two,BROADLAWN PARK,42.30299879,-71.16449506,"(42.30299879, -71.16449506)"
I182078727,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,388,,2018-09-29 09:08:00,2018,9,Saturday,9,Part Three,DORCHESTER AVE,42.27673598,-71.06683537,"(42.27673598, -71.06683537)"
I182078726,03115,Investigate Person,INVESTIGATE PERSON,B2,587,,2018-09-29 08:12:00,2018,9,Saturday,8,Part Three,DELLE AVE,42.33082052,-71.09800691,"(42.33082052, -71.09800691)"
I182078726,03502,Missing Person Located,MISSING PERSON - LOCATED,B2,587,,2018-09-29 08:12:00,2018,9,Saturday,8,Part Three,DELLE AVE,42.33082052,-71.09800691,"(42.33082052, -71.09800691)"
I182078725,03410,Towed,TOWED MOTOR VEHICLE,D14,751,,2018-09-29 06:49:00,2018,9,Saturday,6,Part Three,LAKE SHORE RD,42.34379826,-71.16560344,"(42.34379826, -71.16560344)"
I182078724,01831,Drug Violation,DRUGS - SICK ASSIST - OTHER NARCOTIC,E5,692,,2018-09-29 08:02:00,2018,9,Saturday,8,Part Two,GREATON RD,42.29224995,-71.15272034,"(42.29224995, -71.15272034)"
I182078723,03114,Investigate Property,INVESTIGATE PROPERTY,A7,31,,2018-09-29 08:15:00,2018,9,Saturday,8,Part Three,PORTER ST,42.37130572,-71.03293712,"(42.37130572, -71.03293712)"
I182078722,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,C6, ,,2018-09-28 22:00:00,2018,9,Friday,22,Part Three,,,,"(0.00000000, 0.00000000)"
I182078722,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,,2018-09-28 22:00:00,2018,9,Friday,22,Part Three,,,,"(0.00000000, 0.00000000)"
I182078720,03114,Investigate Property,INVESTIGATE PROPERTY,A1, ,,2018-09-29 08:06:00,2018,9,Saturday,8,Part Three,ROWES WHRF,,,"(0.00000000, 0.00000000)"
I182078719,03805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,D4,157,,2018-09-29 07:40:00,2018,9,Saturday,7,Part Three,TREMONT ST,42.34133195,-71.07655340,"(42.34133195, -71.07655340)"
I182078718,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,337,,2018-09-29 06:36:00,2018,9,Saturday,6,Part Three,GENEVA AVE,42.30574716,-71.07779902,"(42.30574716, -71.07779902)"
I182078717,03115,Investigate Person,INVESTIGATE PERSON,D14,784,,2018-09-29 06:53:42,2018,9,Saturday,6,Part Three,CAMBRIDGE ST,42.34996240,-71.14762531,"(42.34996240, -71.14762531)"
I182078716,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,328,,2018-09-29 06:34:00,2018,9,Saturday,6,Part Two,KINEO ST,42.31193640,-71.07432952,"(42.31193640, -71.07432952)"
I182078715,03410,Towed,TOWED MOTOR VEHICLE,B3,457,,2018-09-29 06:00:00,2018,9,Saturday,6,Part Three,MCLELLAN ST,42.29946190,-71.08360148,"(42.29946190, -71.08360148)"
I182078713,03115,Investigate Person,INVESTIGATE PERSON,E18,516,,2018-09-29 05:00:00,2018,9,Saturday,5,Part Three,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
I182078712,03502,Missing Person Located,MISSING PERSON - LOCATED,A1,103,,2018-09-29 04:37:00,2018,9,Saturday,4,Part Three,SCHOOL ST,42.35788876,-71.06010047,"(42.35788876, -71.06010047)"
I182078711,00301,Robbery,ROBBERY - STREET,D4,171,,2018-09-29 05:31:00,2018,9,Saturday,5,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)"
I182078710,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C6,199,,2018-09-29 05:09:00,2018,9,Saturday,5,Part Three,A ST,42.34111504,-71.05632465,"(42.34111504, -71.05632465)"
I182078708,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,337,,2018-09-29 04:59:00,2018,9,Saturday,4,Part Three,EVERTON ST,42.30481467,-71.07218295,"(42.30481467, -71.07218295)"
I182078707,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,,2018-09-29 04:49:00,2018,9,Saturday,4,Part Three,GLENWAY ST,42.29843275,-71.08122675,"(42.29843275, -71.08122675)"
I182078705,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,913,,2018-09-29 04:34:00,2018,9,Saturday,4,Part Three,WESTWIND RD,42.32068100,-71.04269590,"(42.32068100, -71.04269590)"
I182078703,03114,Investigate Property,INVESTIGATE PROPERTY,B2,280,,2018-09-29 03:14:00,2018,9,Saturday,3,Part Three,HARRISON AVE,42.33087019,-71.08115673,"(42.33087019, -71.08115673)"
I182078702,03115,Investigate Person,INVESTIGATE PERSON,C11,356,,2018-09-29 03:33:00,2018,9,Saturday,3,Part Three,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
I182078700,03114,Investigate Property,INVESTIGATE PROPERTY,B2,331,,2018-09-29 04:04:00,2018,9,Saturday,4,Part Three,BIRD ST,42.31362006,-71.06994523,"(42.31362006, -71.06994523)"
I182078699,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,280,,2018-09-29 04:01:00,2018,9,Saturday,4,Part Two,PALMER ST,42.33041863,-71.08250130,"(42.33041863, -71.08250130)"
I182078699,03119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B2,280,,2018-09-29 04:01:00,2018,9,Saturday,4,Part Three,PALMER ST,42.33041863,-71.08250130,"(42.33041863, -71.08250130)"
I182078699,02610,Other,TRESPASSING,B2,280,,2018-09-29 04:01:00,2018,9,Saturday,4,Part Two,PALMER ST,42.33041863,-71.08250130,"(42.33041863, -71.08250130)"
I182078699,02660,Other,OTHER OFFENSE,B2,280,,2018-09-29 04:01:00,2018,9,Saturday,4,Part Two,PALMER ST,42.33041863,-71.08250130,"(42.33041863, -71.08250130)"
I182078697,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,624,,2018-09-28 22:00:00,2018,9,Friday,22,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)"
I182078696,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",E5,740,,2018-09-29 02:53:00,2018,9,Saturday,2,Part Three,CHELLMAN ST,42.29112633,-71.16516532,"(42.29112633, -71.16516532)"
I182078694,03115,Investigate Person,INVESTIGATE PERSON,B3,441,,2018-09-29 04:06:00,2018,9,Saturday,4,Part Three,HARVARD ST,42.29549223,-71.08587040,"(42.29549223, -71.08587040)"
I182078693,00619,Larceny,LARCENY ALL OTHERS,A1,120,,2018-09-29 01:45:00,2018,9,Saturday,1,Part One,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
I182078692,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,115,,2018-09-29 03:37:00,2018,9,Saturday,3,Part One,BEACH ST,42.35072973,-71.05776441,"(42.35072973, -71.05776441)"
I182078692,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,115,,2018-09-29 03:37:00,2018,9,Saturday,3,Part Two,BEACH ST,42.35072973,-71.05776441,"(42.35072973, -71.05776441)"
I182078692,02403,Disorderly Conduct,DISTURBING THE PEACE,A1,115,,2018-09-29 03:37:00,2018,9,Saturday,3,Part Two,BEACH ST,42.35072973,-71.05776441,"(42.35072973, -71.05776441)"
I182078691,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,279,,2018-09-29 03:28:00,2018,9,Saturday,3,Part Two,DUDLEY ST,42.32859700,-71.08274741,"(42.32859700, -71.08274741)"
I182078691,01503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",B2,279,,2018-09-29 03:28:00,2018,9,Saturday,3,Part Two,DUDLEY ST,42.32859700,-71.08274741,"(42.32859700, -71.08274741)"
I182078690,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,796,,2018-09-29 01:19:00,2018,9,Saturday,1,Part Three,LINDEN ST,42.35089442,-71.12982572,"(42.35089442, -71.12982572)"
I182078689,03114,Investigate Property,INVESTIGATE PROPERTY,A1,117,,2018-09-29 03:12:00,2018,9,Saturday,3,Part Three,WASHINGTON ST,42.35123006,-71.06289921,"(42.35123006, -71.06289921)"
I182078689,03115,Investigate Person,INVESTIGATE PERSON,A1,117,,2018-09-29 03:12:00,2018,9,Saturday,3,Part Three,WASHINGTON ST,42.35123006,-71.06289921,"(42.35123006, -71.06289921)"
I182078686,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1, ,,2018-09-29 02:38:00,2018,9,Saturday,2,Part Two,,42.35113804,-71.06487515,"(42.35113804, -71.06487515)"
I182078685,02405,Disorderly Conduct,DISORDERLY CONDUCT,A1,118,,2018-09-29 02:33:00,2018,9,Saturday,2,Part Two,STUART ST,42.35115433,-71.06547895,"(42.35115433, -71.06547895)"
I182078685,02657,Other,VIOLATION - CITY ORDINANCE,A1,118,,2018-09-29 02:33:00,2018,9,Saturday,2,Part Two,STUART ST,42.35115433,-71.06547895,"(42.35115433, -71.06547895)"
I182078684,03115,Investigate Person,INVESTIGATE PERSON,A1,121,,2018-09-29 00:10:00,2018,9,Saturday,0,Part Three,WARRENTON ST,42.35066174,-71.06602232,"(42.35066174, -71.06602232)"
I182078682,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2, ,,2018-09-29 03:00:00,2018,9,Saturday,3,Part Two,ELM HILL AVE,,,"(0.00000000, 0.00000000)"
I182078680,02907,Violations,VAL - OPERATING AFTER REV/SUSP.,D14,796,,2018-09-29 02:15:00,2018,9,Saturday,2,Part Two,BRIGHTON AVE,42.35237334,-71.12731071,"(42.35237334, -71.12731071)"
I182078679,00612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,A1, ,,2018-09-29 01:06:00,2018,9,Saturday,1,Part One,AVERY ST,,,"(0.00000000, 0.00000000)"
I182078678,00301,Robbery,ROBBERY - STREET,A1,101,,2018-09-29 01:30:00,2018,9,Saturday,1,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I182078676,03114,Investigate Property,INVESTIGATE PROPERTY,D14,790,,2018-09-29 02:40:00,2018,9,Saturday,2,Part Three,BEACON ST,42.33626664,-71.14950271,"(42.33626664, -71.14950271)"
I182078675,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY �DAMAGE,C11,339,,2018-09-29 02:07:00,2018,9,Saturday,2,Part Three,HANCOCK ST,42.30855033,-71.05874703,"(42.30855033, -71.05874703)"
I182078674,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,130,,2018-09-29 01:18:00,2018,9,Saturday,1,Part Two,EXETER ST,42.34828759,-71.07891773,"(42.34828759, -71.07891773)"
I182078673,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,98,,2018-09-29 02:26:00,2018,9,Saturday,2,Part Three,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)"
I182078672,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,79,,2018-09-29 01:51:00,2018,9,Saturday,1,Part Two,ENDICOTT ST,42.36559118,-71.05743320,"(42.36559118, -71.05743320)"
I182078671,02905,Violations,VAL - OPERATING WITHOUT LICENSE,B2, ,,2018-09-29 02:27:00,2018,9,Saturday,2,Part Two,MAPLE ST,,,"(0.00000000, 0.00000000)"
I182078670,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,97,,2018-09-29 01:41:00,2018,9,Saturday,1,Part One,SCHOOL ST,42.35754620,-71.05881953,"(42.35754620, -71.05881953)"
I182078669,00615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,454,,2018-09-29 01:50:00,2018,9,Saturday,1,Part One,HARVARD ST,42.29812402,-71.07589794,"(42.29812402, -71.07589794)"
I182078668,03207,Property Found,PROPERTY - FOUND,D14,796,,2018-09-29 01:28:00,2018,9,Saturday,1,Part Three,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
I182078667,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A15,39,,2018-09-29 00:24:00,2018,9,Saturday,0,Part Two,CHARLES RIVER AVE,42.37056285,-71.06077324,"(42.37056285, -71.06077324)"
I182078666,03502,Missing Person Located,MISSING PERSON - LOCATED,B3,413,,2018-09-28 09:30:00,2018,9,Friday,9,Part Three,GALLIVAN BLVD,42.27809813,-71.07421895,"(42.27809813, -71.07421895)"
I182078665,03115,Investigate Person,INVESTIGATE PERSON,E5,550,,2018-09-29 01:30:00,2018,9,Saturday,1,Part Three,HIGHCREST RD,42.27442004,-71.13863966,"(42.27442004, -71.13863966)"
I182078664,01402,Vandalism,VANDALISM,D4,619,,2018-09-28 23:48:00,2018,9,Friday,23,Part Two,SAINT STEPHEN ST,42.34231311,-71.08696370,"(42.34231311, -71.08696370)"
I182078661,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B2, ,,2018-09-29 01:00:00,2018,9,Saturday,1,Part Three,HUNTINGTON AVE,,,"(0.00000000, 0.00000000)"
